butt, 0.05
butts, 0.05
butt-head, 0.1
bigot, 0.1
idiot, 0.05
dumb, 0.05
moron, 0.05
incompetant, 0.05
ignoramous, 0.1
bafoon, 0.05
ugly, 0.05
spaghetti-code, 0.2
knave, 0.3
filthy, 0.2
braggart, 0.1
peasant, 0.25
witless, 0.5
fool, 0.25
foolish, 0.25
gigalo, 0.5
cojones, 0.75
incel, 0.5
